,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),Outlier,Latitude,Longitude,Address,City,State,ZipCode,AgeofBuilding,MeanBuildingGFA,MeanFloorGFA,BuildingGFApct,ParkingGFApct
2771,26773,2015,NonResidential,Worship Facility,Lake City Presbyterian Church,North,1.0,1.0,21624,Worship Facility,,78.0,633536.0,19.72,, 47.71705466, -122.2857883, 12041 40Th Ave Ne, Seattle, WA,98125,61,21624.0,21624.0,1.0,0.0
2739,26773,2016,NonResidential,Worship Facility,Lake City Presbyterian Church,North,1.0,1.0,21624,Worship Facility,,90.0,666687.5,20.96,,47.71705,-122.28577,3841 Ne 123Rd Street,Seattle,WA,98125,62,21624.0,21624.0,1.0,0.0
2774,26808,2015,SPS-District K-12,K-12 School,Greenlake School (Sps-District),Northwest,1.0,1.0,42239,K-12 School,,71.0,2196843.0,67.57,, 47.6763096, -122.329361, 6505 1St Ave Ne, Seattle, WA,98115,45,42239.0,42239.0,1.0,0.0
2776,26821,2015,SPS-District K-12,SPS-District K-12,Mcdonald (Sps-District),Northwest,1.0,3.0,49234,,,92.0,1335355.0,31.53,, 47.66808757, -122.3271666, 120 Ne 54Th St, Seattle, WA,98105,90,49234.0,16411.333333333332,1.0,0.0
2780,26833,2015,NonResidential,Small- and Mid-Sized Office,Sixth & King Associates,Downtown,1.0,3.0,21600,Office,,,1672142.0,40.03,, 47.59810187, -122.3259923, 601 S King St, Seattle, WA,98104,22,21600.0,7200.0,1.0,0.0
2747,26833,2016,NonResidential,Small- and Mid-Sized Office,Sixth & King Associates,Downtown,1.0,3.0,21600,Office,,,1539176.625,32.42,,47.59819,-122.32599,601 S. King Street,Seattle,WA,98104,23,21600.0,7200.0,1.0,0.0
2781,26834,2015,NonResidential,Mixed Use Property,Soo Yuen Association Building (Ohio Apts.),Downtown,1.0,3.0,20620,Multifamily Housing,,,947534.0,30.58,, 47.59768677, -122.32537842, 525 Maynard Ave S, Seattle, WA,98104,106,20620.0,6873.333333333333,1.0,0.0
2748,26834,2016,NonResidential,Mixed Use Property,(Id26834) Soo Yuen Association Building,Downtown,1.0,3.0,20620,Multifamily Housing,,,747456.875,20.78,,47.59769,-122.32537,525 Maynard Ave S,Seattle,WA,98104,107,20620.0,6873.333333333333,1.0,0.0
2784,26838,2015,NonResidential,Hotel,Panama Hotel,Downtown,1.0,5.0,40552,Hotel,,99.0,1162131.0,51.4,, 47.59985908, -122.325981, 605 S Main St, Seattle, WA,98104,105,40552.0,8110.4,1.0,0.0
2751,26838,2016,NonResidential,Hotel,Panama Hotel,Downtown,1.0,5.0,40552,Hotel,,99.0,1200180.875,53.25,,47.59983,-122.32598,605 S. Main St.,Seattle,WA,98104,106,40552.0,8110.4,1.0,0.0
2792,26847,2015,NonResidential,Small- and Mid-Sized Office,Nippon Kan/Kobe Park Building,Downtown,1.0,3.0,31432,Office,,,1426023.0,9.94,, 47.60104706, -122.3254265, 633 Yesler Way, Seattle, WA,98104,106,31432.0,10477.333333333334,1.0,0.0
2759,26847,2016,NonResidential,Small- and Mid-Sized Office,Kobe Park Building,Downtown,1.0,3.0,31432,Office,,,1439572.375,10.04,,47.60105,-122.32542,622 S Washington St,Seattle,WA,98104,107,31432.0,10477.333333333334,1.0,0.0
2794,26849,2015,NonResidential,Retail Store,C & T Bldg,Downtown,1.0,2.0,24550,Retail Store,,100.0,181491.0,6.16,Low Outlier, 47.59946486, -122.3246796, 650 S Jackson St, Seattle, WA,98104,98,24550.0,12275.0,1.0,0.0
2761,26849,2016,NonResidential,Retail Store,C & T Bldg,Downtown,1.0,2.0,24550,Retail Store,,100.0,977230.3125,6.73,,47.59935,-122.32468,650 S Jackson Street,Seattle,WA,98104,99,24550.0,12275.0,1.0,0.0
2800,26870,2015,SPS-District K-12,K-12 School,John Stanford Intl (Latona)  Elementary (Sps-District),Lake Union,1.0,2.0,61052,K-12 School,,84.0,2189030.0,40.78,, 47.65702213, -122.3240145, 400 Ne 42Nd St, Seattle, WA,98105,15,61052.0,30526.0,1.0,0.0
2803,26883,2015,NonResidential,Other,Washington Hall,Central,1.0,3.0,25864,Social/Meeting Hall,,,656980.0,30.23,, 47.602844, -122.3145859, 153 14Th Ave, Seattle, WA,98122,107,25864.0,8621.333333333334,1.0,0.0
2770,26883,2016,NonResidential,Other,Washington Hall,Central,1.0,3.0,25864,Social/Meeting Hall,,,1028277.313,34.61,,47.60285,-122.31458,153 14Th Avenue,Seattle,WA,98122,108,25864.0,8621.333333333334,1.0,0.0
2807,26905,2015,NonResidential,Other,Kappa Alpha Theta Sorority,Northeast,1.0,3.0,20686,Other - Lodging/Residential,,,1139133.0,38.88,, 47.66190379, -122.3100685, 4521 17Th Ave Ne, Seattle, WA,98105,91,20686.0,6895.333333333333,1.0,0.0
2774,26905,2016,NonResidential,Other,Kappa Alpha Theta,Northeast,1.0,3.0,20686,Other - Lodging/Residential,,,1207504.0,42.71,,47.66192,-122.30998,4521 17Th Ave Ne,Seattle,WA,98105,92,20686.0,6895.333333333333,1.0,0.0
2808,26906,2015,NonResidential,Residence Hall,Phi Gamma Delta Fraternity,Northeast,1.0,3.0,22124,Residence Hall/Dormitory,,75.0,686949.0,4.79,, 47.66161815, -122.3100859, 4503 17Th Ave Ne, Seattle, WA,98105,86,22124.0,7374.666666666667,1.0,0.0
2775,26906,2016,NonResidential,Residence Hall,4503,Northeast,1.0,3.0,22124,Residence Hall/Dormitory,,82.0,637685.0,4.45,,47.6617,-122.31007,4503 17Th Ave Ne,Seattle,WA,98105,87,22124.0,7374.666666666667,1.0,0.0
2811,26909,2015,NonResidential,Residence Hall,Chi Omega Sorority,Northeast,1.0,3.0,27487,Residence Hall/Dormitory,,86.0,1509492.0,60.57,, 47.66279161, -122.3086829, 4549 18Th Ave Ne, Seattle, WA,98105,89,27487.0,9162.333333333334,1.0,0.0
2778,26909,2016,NonResidential,Residence Hall,Chi Omega Fraternity Of Washington,Northeast,1.0,3.0,27487,Residence Hall/Dormitory,,82.0,1594504.875,65.95,,47.66289,-122.30863,4549 18Th Ave. Ne,Seattle,WA,98105,90,27487.0,9162.333333333334,1.0,0.0
2812,26911,2015,NonResidential,Residence Hall,Sigma Chi Fraternity,Northeast,1.0,4.0,23616,Residence Hall/Dormitory,,49.0,1860901.0,64.67,, 47.66153116, -122.3087052, 4505 18Th Ave Ne, Seattle, WA,98105,89,23616.0,5904.0,1.0,0.0
2779,26911,2016,NonResidential,Residence Hall,Sigma Chi Fraternity,Northeast,1.0,4.0,23616,Residence Hall/Dormitory,,55.0,1656420.25,53.65,,47.66164,-122.30874,4505 18Th Ave Ne,Seattle,WA,98105,90,23616.0,5904.0,1.0,0.0
2814,26922,2015,NonResidential,Residence Hall,Upstairs Downstairs Apartments,Northeast,1.0,3.0,33448,Residence Hall/Dormitory,,77.0,970118.0,6.76,, 47.66238207, -122.3080365, 4528 18Th Ave Ne, Seattle, WA,98105,39,33448.0,11149.333333333334,1.0,0.0
2781,26922,2016,NonResidential,Residence Hall,Upstairs Downstairs Apartments,Northeast,1.0,3.0,33448,Residence Hall/Dormitory,,78.0,998633.5,6.96,,47.66238,-122.30801,4538 18Th Ave Ne,Seattle,WA,98105,40,33448.0,11149.333333333334,1.0,0.0
2815,26924,2015,Nonresidential COS,Mixed Use Property,Yesler Community Center,East,1.0,2.0,29508,Other - Recreation,,,1844825.0,66.35,, 47.60135546, -122.3201082, 917 E Yesler Way, Seattle, WA,98122,10,29508.0,14754.0,0.7587095025077945,0.2412904974922055
2782,26924,2016,Nonresidential COS,Mixed Use Property,Yesler Community Center,East,1.0,2.0,29508,Other - Recreation,,,2217620.0,81.24,,47.60153,-122.31986,917 E Yesler Way,Seattle,WA,98122,11,29508.0,14754.0,0.7587095025077945,0.2412904974922055
2816,26930,2015,NonResidential,Senior Care Community,Seattle Keiro,Central,1.0,2.0,74840,Senior Care Community,,48.0,8442782.0,261.93,, 47.60132366, -122.3107558, 1601 E Yesler Way, Seattle, WA,98122,28,74840.0,37420.0,1.0,0.0
2783,26930,2016,NonResidential,Senior Care Community,Seattle Keiro,Central,1.0,2.0,74840,Senior Care Community,,48.0,8268496.5,249.46,,47.60133,-122.31088,1601 E. Yesler Way,Seattle,WA,98122,29,74840.0,37420.0,1.0,0.0
2817,26933,2015,Nonresidential COS,Other,Yesler Neighborhood Facility,Central,1.0,3.0,20992,Performing Arts,,,1997115.0,81.38,, 47.60133568, -122.3098298, 1601 E Yesler Way, Seattle, WA,98122,102,20992.0,6997.333333333333,1.0,0.0
2784,26933,2016,Nonresidential COS,Other,Langston Hughes Performing Arts Center,Central,1.0,3.0,20992,Performing Arts,,,2473302.0,104.74,,47.60133,-122.31088,104 17Th Ave South,Seattle,WA,98144,103,20992.0,6997.333333333333,1.0,0.0
2819,26939,2015,NonResidential,K-12 School,First Place,Central,1.0,2.0,22344,K-12 School,,49.0,1386331.0,50.1,, 47.60329437, -122.3059529, 172 20Th Ave, Seattle, WA,98122,90,22344.0,11172.0,1.0,0.0
2785,26939,2016,NonResidential,K-12 School,First Place,Central,1.0,2.0,22344,K-12 School,,40.0,1522596.75,55.23,,47.6032,-122.30596,172 20Th Ave,Seattle,WA,98122,91,22344.0,11172.0,1.0,0.0
2823,26956,2015,NonResidential,University,Cornish (Kerry Hall),East,1.0,3.0,31900,College/University,,,2433777.0,91.15,, 47.62533653, -122.3230355, 710 E Roy St, Seattle, WA,98102,94,31900.0,10633.333333333334,1.0,0.0
2789,26956,2016,NonResidential,University,Kerry Hall,East,1.0,3.0,31900,College/University,,,2466100.0,96.2,,47.62531,-122.32303,710 E. Roy St.,Seattle,WA,98121,95,31900.0,10633.333333333334,1.0,0.0
2824,26961,2015,Nonresidential COS,Other,Loyal Heights Community Center,Ballard,1.0,2.0,29417,Other - Recreation,,,1423687.0,44.91,, 47.68469112, -122.3828189, 2101 Nw 77Th St, Seattle, WA,98117,65,29417.0,14708.5,1.0,0.0
2790,26961,2016,Nonresidential COS,Other,Loyal Heights Community Center,Ballard,1.0,2.0,29417,Other - Recreation,,,1631479.125,56.25,,47.68475,-122.38257,2101 Nw 77Th St,Seattle,WA,98117,66,29417.0,14708.5,1.0,0.0
2825,26973,2015,NonResidential,Mixed Use Property,New Central Hotel Condominium,Downtown,1.0,3.0,49299,Office,,,5239717.0,216.46,, 47.59719714, -122.3246897, 657 S Weller St, Seattle, WA,98104,106,49299.0,16433.0,1.0,0.0
2791,26973,2016,NonResidential,Mixed Use Property,New Central,Downtown,1.0,3.0,49299,Office,,,4729846.5,9.23,,47.59737,-122.32487,657 South Weller Street,Seattle,WA,98104,107,49299.0,16433.0,1.0,0.0
2829,26986,2015,NonResidential,Supermarket/Grocery Store,Admiral Metropolitan Market,Southwest,1.0,1.0,31841,Supermarket/Grocery Store,,,12204922.0,367.29,, 47.58196731, -122.384804, 2320 42Nd Ave Sw, Seattle, WA,98116,18,31841.0,31841.0,1.0,0.0
2795,26986,2016,NonResidential,Supermarket/Grocery Store,Admiral,Southwest,1.0,1.0,31841,Supermarket/Grocery Store,,,13140574.0,404.21,,47.58217,-122.38479,2320 42Nd Ave Sw,Seattle,WA,98116,19,31841.0,31841.0,1.0,0.0
2832,26994,2015,NonResidential,Mixed Use Property,Arboretum Court Ii,East,1.0,2.0,21036,Parking,,,2630101.0,80.08,, 47.62696595, -122.2916093, 3130 E Madison St, Seattle, WA,98112,27,21036.0,10518.0,1.0,0.0
2798,26994,2016,NonResidential,Mixed Use Property,Arboretum Court 2,East,1.0,2.0,21036,Parking,,,2735811.5,78.36,,47.627,-122.29153,3130 E Madison St,Seattle,WA,98122,28,21036.0,10518.0,1.0,0.0
2834,26997,2015,NonResidential,Mixed Use Property,Trader Joes - Aaa,Northeast,1.0,2.0,32928,Parking,,11.0,5420552.0,37.79,, 47.66282315, -122.317772, 4555 Roosevelt Way Ne, Seattle, WA,98105,16,32928.0,16464.0,1.0,0.0
2800,26997,2016,NonResidential,Mixed Use Property,Trader Joes/Aaa,Northeast,1.0,2.0,32928,Parking,,9.0,5652231.0,39.4,,47.66272,-122.31798,4555 Roosevelt Way Ne,Seattle,WA,98105,17,32928.0,16464.0,1.0,0.0
2835,27007,2015,NonResidential,Worship Facility,Seattle Community Church,Northeast,1.0,2.0,20039,Worship Facility,,99.0,122156.0,0.85,, 47.6615423, -122.2787693, 4501 46Th Ave Ne, Seattle, WA,98105,61,20039.0,10019.5,1.0,0.0
2836,27008,2015,SPS-District K-12,K-12 School,Laurelhurst K-8 (Sps-District),Northeast,1.0,2.0,54943,K-12 School,,95.0,1976400.0,74.98,, 47.66211315, -122.2778902, 4530 46Th Ave Ne, Seattle, WA,98105,87,54943.0,27471.5,1.0,0.0
2837,27013,2015,NonResidential,Non-Refrigerated Warehouse,Northwest Wholesale Florists,Greater Duwamish,1.0,1.0,44476,Non-Refrigerated Warehouse,,34.0,1177257.0,16.04,, 47.54762719, -122.3274953, 525 S Front St, Seattle, WA,98108,55,44476.0,44476.0,1.0,0.0
2803,27013,2016,NonResidential,Warehouse,Northwest Wholesale Florists,Greater Duwamish,1.0,1.0,44476,Non-Refrigerated Warehouse,,33.0,1368120.5,29.7,,47.54761,-122.32759,525 S Front Street,Seattle,WA,98108,56,44476.0,44476.0,1.0,0.0
2838,27016,2015,NonResidential,Small- and Mid-Sized Office,Pacific Georgetown Center Llc,Greater Duwamish,1.0,1.0,35017,Office,,56.0,1418400.0,27.68,, 47.54493204, -122.3253747, 6363 7Th Ave S, Seattle, WA,98108,46,35017.0,35017.0,1.0,0.0
2804,27016,2016,NonResidential,Small- and Mid-Sized Office,"Pacific Georgetown Center, Llc",Greater Duwamish,1.0,1.0,35017,Office,,66.0,1295485.25,27.06,,47.54494,-122.32543,6363 7Th Ave S.,Seattle,WA,98108,47,35017.0,35017.0,1.0,0.0
2839,27020,2015,NonResidential,Residence Hall,Alpha Delta Pi Sorority,Northeast,1.0,3.0,29084,Residence Hall/Dormitory,,69.0,1576953.0,59.04,, 47.66280557, -122.3080048, 1805 Ne 47Th St, Seattle, WA,98105,65,29084.0,9694.666666666666,1.0,0.0
2805,27020,2016,NonResidential,Residence Hall,Alpha Delta Pi Chapter House,Northeast,1.0,3.0,29084,Residence Hall/Dormitory,,66.0,1632498.625,60.83,,47.66281,-122.30819,1805 Ne 47Th,Seattle,WA,98177,66,29084.0,9694.666666666666,1.0,0.0
2849,27080,2015,NonResidential,Worship Facility,Church,Southeast,1.0,2.0,22952,Worship Facility,,98.0,462192.0,18.42,, 47.58667585, -122.302109, 1801 24Th Ave S, Seattle, WA,98144,52,22952.0,11476.0,1.0,0.0
2815,27080,2016,NonResidential,Worship Facility,Japanese Presbyterian Church,Southeast,1.0,2.0,22952,Worship Facility,,98.0,470666.6875,19.28,,47.58671,-122.30201,1801 24Th Avenue South,Seattle,WA,98144,53,22952.0,11476.0,1.0,0.0
2863,27117,2015,NonResidential,Non-Refrigerated Warehouse,N W Warehouse,Greater Duwamish,1.0,1.0,21040,Non-Refrigerated Warehouse,,38.0,604591.0,18.58,, 47.54479405, -122.3268865, 6540 5Th Pl S, Seattle, WA,98108,39,21040.0,21040.0,1.0,0.0
2829,27117,2016,NonResidential,Warehouse,N W Warehouse,Greater Duwamish,1.0,1.0,21040,Non-Refrigerated Warehouse,,43.0,592088.125,19.14,,47.54443,-122.32688,6540 5Th Pl S,Seattle,WA,98108,40,21040.0,21040.0,1.0,0.0
2864,27122,2015,NonResidential,Non-Refrigerated Warehouse,Cedar Heights,Greater Duwamish,1.0,2.0,28032,Non-Refrigerated Warehouse,,61.0,1056740.0,33.35,, 47.54496192, -122.3275978, 6535 5Th Pl S, Seattle, WA,98108,64,28032.0,14016.0,1.0,0.0
2830,27122,2016,NonResidential,Warehouse,Cedar Heights,Greater Duwamish,1.0,2.0,28032,Non-Refrigerated Warehouse,,52.0,1321065.0,46.61,,47.54491,-122.32758,6535 5Th Place South,Seattle,WA,98108,65,28032.0,14016.0,1.0,0.0
2865,27131,2015,NonResidential,Distribution Center,Pacific Rubber,Greater Duwamish,1.0,1.0,25620,Distribution Center,,83.0,463371.0,15.65,, 47.54345532, -122.327711, 6720 E Marginal Way S, Seattle, WA,98108,41,25620.0,25620.0,1.0,0.0
2831,27131,2016,NonResidential,Distribution Center,Pacific Rubber Inc,Greater Duwamish,1.0,1.0,25620,Distribution Center,,82.0,550324.1875,20.46,,47.54333,-122.32792,6720 E Marginal Way S,Seattle,WA,98108,42,25620.0,25620.0,1.0,0.0
2866,27141,2015,NonResidential,Non-Refrigerated Warehouse,Tsue Chong Foods,Downtown,1.0,3.0,33238,Non-Refrigerated Warehouse,,11.0,1769137.0,12.33,, 47.59757258, -122.32224539, 800 S Weller St, Seattle, WA,98104,23,33238.0,11079.333333333334,1.0,0.0
2832,27141,2016,NonResidential,Warehouse,(Id27141) Tsue Chong Building,Downtown,1.0,3.0,33238,Non-Refrigerated Warehouse,,14.0,1632472.0,11.38,,47.59775,-122.32219,800 S Weller St,Seattle,WA,98144,24,33238.0,11079.333333333334,1.0,0.0
2867,27142,2015,NonResidential,K-12 School,St James Cathedral Place,East,1.0,4.0,27800,K-12 School,,8.0,1187058.0,39.1,, 47.60745512, -122.3254102, 803 Terry Ave, Seattle, WA,98104,103,27800.0,6950.0,1.0,0.0
2833,27142,2016,NonResidential,K-12 School,St. James Cathedral Place,East,1.0,4.0,27800,K-12 School,,8.0,1181428.75,38.36,,47.60745,-122.32542,803 Terry,Seattle,WA,98104,104,27800.0,6950.0,1.0,0.0
2869,27145,2015,NonResidential,Large Office,Millennium Tower,Downtown,1.0,6.0,706176,Office,2016,78.0,13256662.0,92.42,, 47.60322492, -122.3338301, 715 2Nd Ave, Seattle, WA,98104,15,706176.0,117696.0,0.8345639047489578,0.16543609525104222
2835,27145,2016,NonResidential,Large Office,719 2Nd Ave (Millennium Tower),Downtown,1.0,6.0,706176,Office,20172016,82.0,13270687.0,92.52,,47.60331,-122.33389,719 2Nd Ave,Seattle,WA,98104,16,706176.0,117696.0,1.0,0.0
2873,27162,2015,NonResidential,Supermarket/Grocery Store,West Seattle Thriftway,Southwest,1.0,1.0,33706,Supermarket/Grocery Store,,24.0,8758063.0,209.09,, 47.54447738, -122.3862101, 4201 Sw Morgan St, Seattle, WA,98136,17,33706.0,33706.0,1.0,0.0
2839,27162,2016,NonResidential,Supermarket/Grocery Store,West Seattle Thriftway,Southwest,1.0,1.0,33706,Supermarket/Grocery Store,,22.0,8687690.0,206.33,,47.54427,-122.38609,4201 Sw Morgan St,Seattle,WA,98136,18,33706.0,33706.0,1.0,0.0
2875,27184,2015,NonResidential,Mixed Use Property,Warehouse,Magnolia / Queen Anne,1.0,2.0,37600,Non-Refrigerated Warehouse,,,1174197.0,43.19,, 47.65523769, -122.3711684, 1050 W Ewing St, Seattle, WA,98119,54,37600.0,18800.0,1.0,0.0
2841,27184,2016,NonResidential,Mixed Use Property,Property #10,Magnolia / Queen Anne,1.0,2.0,37600,Non-Refrigerated Warehouse,,,2171751.5,93.55,,47.65532,-122.37133,1050 W Nickerson/1050 W Ewing St.,Seattle,WA,98119,55,37600.0,18800.0,1.0,0.0
2885,27205,2015,SPS-District K-12,K-12 School,Viewlands Elementary (Sps-District),Northwest,1.0,1.0,42128,K-12 School,2016,87.0,1695009.0,50.24,, 47.70614609, -122.3612496, 10505 3Rd Ave Nw, Seattle, WA,98177,61,42128.0,42128.0,1.0,0.0
2851,27205,2016,SPS-District K-12,K-12 School,Viewlands Elementary,Northwest,1.0,1.0,42128,K-12 School,2016,93.0,1709307.5,49.55,,47.70597,-122.36113,10525 3Rd Ave. N.W.,Seattle,WA,98177,62,42128.0,42128.0,1.0,0.0
2891,27231,2015,SPS-District K-12,K-12 School,Loyal Heights (Sps-District),Ballard,1.0,2.0,44753,K-12 School,,84.0,2476833.0,103.18,, 47.68585535, -122.3890484, 2501 Nw 80Th St, Seattle, WA,98117,83,44753.0,22376.5,1.0,0.0
2896,27244,2015,NonResidential,Other,Knights Of Columbus Bldg,East,1.0,3.0,33708,Other,,,753784.0,16.32,, 47.61316841, -122.3224869, 722 E Union St, Seattle, WA,98122,103,33708.0,11236.0,1.0,0.0
2862,27244,2016,NonResidential,Other,Knights Of Columbus,East,1.0,3.0,33708,Other,,,786324.0,19.61,,47.61314,-122.32262,722 E Union St,Seattle,WA,98122,104,33708.0,11236.0,1.0,0.0
2915,27303,2015,NonResidential,Other,Centurylink: Emerson Main,North,1.0,2.0,47237,Other,,,6036588.0,42.08,, 47.73368341, -122.3136676, 1249 Ne 145Th St, Seattle, WA,98155,67,47237.0,23618.5,1.0,0.0
2881,27303,2016,NonResidential,Other,Emerson,North,1.0,2.0,47237,Other,,,5981430.0,41.7,,47.73368,-122.31366,1249 Ne 145Th St,Seattle,WA,98155,68,47237.0,23618.5,1.0,0.0
2929,27365,2015,SPS-District K-12,K-12 School,Adams Elementary (Sps-District),Ballard,1.0,2.0,57298,K-12 School,,82.0,1886007.0,13.15,, 47.67344878, -122.3917736, 6110 28Th Ave Nw, Seattle, WA,98107,26,57298.0,28649.0,1.0,0.0
2931,27378,2015,NonResidential,Supermarket/Grocery Store,Safeway  Store # 1550,Northeast,1.0,1.0,76585,Supermarket/Grocery Store,,16.0,14019615.0,351.9,, 47.68194711, -122.3169626, 7300 Roosevelt Way Ne, Seattle, WA,98115,18,76585.0,76585.0,0.4961807142390808,0.5038192857609193
2896,27378,2016,NonResidential,Supermarket/Grocery Store,Safeway 1550 - Roosevelt Way,Northeast,1.0,1.0,76585,Supermarket/Grocery Store,,18.0,13906080.0,364.27,,47.68217,-122.31675,7300 Roosevelt Way Ne,Seattle,WA,98115,19,76585.0,76585.0,0.4961807142390808,0.5038192857609193
2932,27381,2015,NonResidential,Worship Facility,Cross And Crown Church,Northeast,1.0,3.0,26373,,,94.0,517877.0,17.26,, 47.66285518, -122.3149251, 4554 12Th Ave Ne, Seattle, WA,98105,77,26373.0,8791.0,1.0,0.0
2897,27381,2016,NonResidential,Worship Facility,Cross & Crown Church,Northeast,1.0,3.0,26373,Worship Facility,,75.0,964236.0,38.18,,47.66295,-122.31494,4554 12Th Ave Ne,Seattle,WA,98105,78,26373.0,8791.0,1.0,0.0
2936,27389,2015,NonResidential,Small- and Mid-Sized Office,Leschi Lake Center,Central,6.0,2.0,75868,Office,,,3075425.0,21.44,, 47.60183209, -122.2840706, 120 Lakeside Ave, Seattle, WA,98122,59,12644.666666666666,37934.0,1.0,0.0
2901,27389,2016,NonResidential,Small- and Mid-Sized Office,Leschi Lakecenter,Central,6.0,2.0,75868,Office,,,3605749.75,25.14,,47.60207,-122.28481,120 Lakeside,Seattle,WA,98122,60,12644.666666666666,37934.0,1.0,0.0
2939,27406,2015,NonResidential,Mixed Use Property,Greenlind Building,East,1.0,2.0,21656,Office,,,1840259.0,63.37,, 47.62159798, -122.3123112, 340 15Th Ave E, Seattle, WA,98112,68,21656.0,10828.0,1.0,0.0
2904,27406,2016,NonResidential,Mixed Use Property,The Greenlind Building,East,1.0,2.0,21656,Other - Entertainment/Public Assembly,,,1607972.25,51.89,,47.62164,-122.31238,340 15Th Ave E,Seattle,WA,98112,69,21656.0,10828.0,1.0,0.0
2947,27455,2015,Nonresidential COS,Distribution Center,Seattle Public Library - Queen Anne Storage,Magnolia / Queen Anne,1.0,3.0,23040,Distribution Center,,,524053.0,3.65,, 47.63327691, -122.3627781, 1529 4Th Ave W, Seattle, WA,98119,94,23040.0,7680.0,1.0,0.0
2912,27455,2016,Nonresidential COS,Distribution Center,The Seattle Public Library - Queen Anne Storage Facility,Magnolia / Queen Anne,1.0,3.0,23040,Distribution Center,,,421430.0,2.94,,47.63319,-122.36294,1529 Fourth Ave W,Seattle,WA,98119,95,23040.0,7680.0,1.0,0.0
2948,27456,2015,NonResidential,Other,Centurylink: Atwater Co,Magnolia / Queen Anne,1.0,2.0,36771,Other,,,5499121.0,38.34,, 47.63256835, -122.3614257, 1503 3Rd Ave W, Seattle, WA,98119,59,36771.0,18385.5,1.0,0.0
2913,27456,2016,NonResidential,Other,Atwater,Magnolia / Queen Anne,1.0,2.0,36771,Other,,,5447076.5,37.97,,47.63286,-122.36141,1503 3Rd Ave W,Seattle,WA,98119,60,36771.0,18385.5,1.0,0.0
2951,27482,2015,NonResidential,Non-Refrigerated Warehouse,Chemithon,Greater Duwamish,1.0,1.0,24024,Non-Refrigerated Warehouse,,,357915.0,2.5,, 47.53092023, -122.3277723, 8000 5Th Ave S, Seattle, WA,98108,38,24024.0,24024.0,1.0,0.0
2916,27482,2016,NonResidential,Warehouse,8000 5Th Ave S,Greater Duwamish,1.0,1.0,24024,Non-Refrigerated Warehouse,,,375773.5938,2.62,,47.53104,-122.32784,8000 5Th Ave S,Seattle,WA,98108,39,24024.0,24024.0,1.0,0.0
2952,27488,2015,NonResidential,Non-Refrigerated Warehouse,Westco Wire Rope,Greater Duwamish,1.0,1.0,42420,Non-Refrigerated Warehouse,,40.0,805751.0,20.44,, 47.53304631, -122.3260129, 7777 7Th Ave S, Seattle, WA,98108,62,42420.0,42420.0,1.0,0.0
2917,27488,2016,NonResidential,Warehouse,West Coast Wire Rope & Rigging Inc,Greater Duwamish,1.0,1.0,42420,Non-Refrigerated Warehouse,,34.0,965425.1875,29.39,,47.53326,-122.32579,7777 7Th Ave South,Seattle,WA,98108,63,42420.0,42420.0,1.0,0.0
2953,27494,2015,NonResidential,Distribution Center,Pwa Inc,Greater Duwamish,1.0,1.0,36982,Distribution Center,,,338923.0,6.26,, 47.5337958, -122.3305702, 7700 2Nd Ave S, Seattle, WA,98108,36,36982.0,36982.0,1.0,0.0
2918,27494,2016,NonResidential,Distribution Center,Pacific Western Agencies,Greater Duwamish,1.0,1.0,36982,Distribution Center,,,374753.8125,6.88,,47.53379,-122.33063,7700 2Nd Ave S,Seattle,WA,98108,37,36982.0,36982.0,1.0,0.0
2954,27504,2015,NonResidential,Non-Refrigerated Warehouse,Wheco,Greater Duwamish,1.0,2.0,23400,Non-Refrigerated Warehouse,,,449955.0,3.14,, 47.53609805, -122.3295635, 7417 4Th Ave S, Seattle, WA,98108,51,23400.0,11700.0,1.0,0.0
2919,27504,2016,NonResidential,Warehouse,Wheco,Greater Duwamish,1.0,2.0,23400,Non-Refrigerated Warehouse,,,439266.9063,3.06,,47.53651,-122.32954,7417 4Th Ave S,Seattle,WA,98108,52,23400.0,11700.0,1.0,0.0
2959,27532,2015,NonResidential,Other,Color Craft,Magnolia / Queen Anne,1.0,2.0,30720,Other,,,1858029.0,76.85,, 47.62519556, -122.3531693, 621 2Nd Ave N, Seattle, WA,98109,67,30720.0,15360.0,1.0,0.0
2924,27532,2016,NonResidential,Other,Color Craft Building,Magnolia / Queen Anne,1.0,2.0,30720,Other,,,1683064.25,67.15,,47.62518,-122.35317,621 2Nd Ave N,Seattle,WA,98109,68,30720.0,15360.0,1.0,0.0
2961,27553,2015,NonResidential,Non-Refrigerated Warehouse,Dae Ii,Greater Duwamish,1.0,1.0,23232,Non-Refrigerated Warehouse,,,174969.0,1.22,, 47.56620026, -122.32437134, 676 S Industrial Way, Seattle, WA,98108,43,23232.0,23232.0,1.0,0.0
2926,27553,2016,NonResidential,Warehouse,Dae Ii,Greater Duwamish,1.0,1.0,23232,Non-Refrigerated Warehouse,,,127374.0,0.89,,47.56626,-122.3244,676 S Industrial Way,Seattle,WA,98108,44,23232.0,23232.0,1.0,0.0
