,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),Outlier,Latitude,Longitude,Address,City,State,ZipCode,AgeofBuilding,MeanBuildingGFA,MeanFloorGFA,BuildingGFApct,ParkingGFApct
1534,22312,2016,Nonresidential COS,Other,The Seattle Public Library - Ballard Branch,Ballard,1.0,1.0,30576,Library,,,1533245.75,38.52,,47.66984,-122.3842,5614 22Nd Ave. N.W.,Seattle,WA,98107,12,30576.0,30576.0,0.49058084772370486,0.5094191522762951
1553,22327,2015,NonResidential,Other,Ballard Masonic Temple,Ballard,1.0,2.0,21528,Social/Meeting Hall,,,297715.0,6.31,, 47.6689415, -122.3824234, 2006 Nw Market St, Seattle, WA,98107,91,21528.0,10764.0,1.0,0.0
1537,22327,2016,NonResidential,Other,Ballard Masonic Center,Ballard,1.0,2.0,21528,Social/Meeting Hall,,,306911.0938,6.61,,47.66894,-122.38242,2006 Nw Market Street,Seattle,WA,98107,92,21528.0,10764.0,1.0,0.0
1554,22332,2015,NonResidential,Other,Ballard Square,Ballard,1.0,2.0,30000,Strip Mall,,,1140620.0,12.63,, 47.66897819, -122.3860943, 2228 Nw Market St, Seattle, WA,98107,87,30000.0,15000.0,1.0,0.0
1538,22332,2016,NonResidential,Other,Ballard Square,Ballard,1.0,2.0,30000,Strip Mall,,,1094940.75,13.14,,47.66908,-122.38627,2228 Nw Market Street,Seattle,WA,98107,88,30000.0,15000.0,1.0,0.0
1573,22420,2015,NonResidential,Other,Centurylink: Sunset Co,Ballard,1.0,2.0,30087,Other,,,5227992.0,36.45,, 47.67483387, -122.3731731, 1138 Nw 63Rd St, Seattle, WA,98107,73,30087.0,15043.5,1.0,0.0
1557,22420,2016,NonResidential,Other,Sunset,Ballard,1.0,2.0,30087,Other,,,5274642.0,36.77,,47.67482,-122.37316,1138 Nw 63Rd St,Seattle,WA,98107,74,30087.0,15043.5,1.0,0.0
1574,22438,2015,NonResidential,Worship Facility,Quest Church,Ballard,1.0,1.0,84595,Worship Facility,,44.0,1417778.0,41.06,, 47.66327432, -122.3744499, 1401 Nw Leary Way, Seattle, WA,98107,40,84595.0,84595.0,1.0,0.0
1558,22438,2016,NonResidential,Worship Facility,Quest Church,Ballard,1.0,1.0,40445,Worship Facility,,92.0,786253.6875,29.24,,47.66327,-122.37439,1401 Nw Leary Way,Seattle,WA,98107,41,40445.0,40445.0,1.0,0.0
1575,22440,2015,NonResidential,Retail Store,Office Max,Ballard,1.0,1.0,23500,Retail Store,,48.0,1152890.0,10.97,, 47.66320164, -122.3727264, 1135 Nw Leary Way, Seattle, WA,98107,19,23500.0,23500.0,1.0,0.0
1559,22440,2016,NonResidential,Retail Store,Office Max #560,Ballard,1.0,1.0,23500,Retail Store,,53.0,1137967.5,13.29,,47.66318,-122.37283,1135 Nw Leary Way,Seattle,WA,98107,20,23500.0,23500.0,1.0,0.0
1576,22441,2015,NonResidential,Small- and Mid-Sized Office,Dept Of Social & Health Services,Ballard,1.0,2.0,37448,Office,,88.0,2547582.0,45.9,, 47.66247704, -122.3695606, 907 Nw Ballard Way, Seattle, WA,98107,36,37448.0,18724.0,1.0,0.0
1577,22446,2015,NonResidential,Small- and Mid-Sized Office,Salty Dog Pottery & The Boatwright,Ballard,1.0,3.0,24913,Office,,100.0,238255.0,3.59,Low Outlier, 47.6624069, -122.3730847, 4602 14Th Ave Nw, Seattle, WA,98107,112,24913.0,8304.333333333334,1.0,0.0
1578,22454,2015,NonResidential,Retail Store,Goodwill Ballard,Ballard,1.0,1.0,22420,Retail Store,,79.0,1482752.0,33.54,, 47.67511967, -122.3654536, 6400 8Th Ave Nw, Seattle, WA,98107,48,22420.0,22420.0,1.0,0.0
1560,22454,2016,NonResidential,Retail Store,Ballard Goodwill,Ballard,1.0,1.0,22420,Retail Store,,82.0,1404253.75,31.79,,47.67518,-122.36549,6400 8Th Avenue Nw,Seattle,WA,98134,49,22420.0,22420.0,1.0,0.0
1581,22479,2015,NonResidential,Supermarket/Grocery Store,Qfc Market,Magnolia / Queen Anne,1.0,1.0,25842,Supermarket/Grocery Store,,19.0,9501494.0,253.53,, 47.64947283, -122.377859, 3225 16Th Ave W, Seattle, WA,98119,54,25842.0,25842.0,1.0,0.0
1563,22479,2016,NonResidential,Supermarket/Grocery Store,70500811 -- Interbay,Magnolia / Queen Anne,1.0,1.0,25842,Supermarket/Grocery Store,,35.0,8518313.0,237.54,,47.64909,-122.37788,1600 West Dravus,Seattle,WA,98119,55,25842.0,25842.0,1.0,0.0
1582,22480,2015,NonResidential,Small- and Mid-Sized Office,Office & Sports Club,Magnolia / Queen Anne,1.0,3.0,26389,Office,,,1140137.0,7.95,, 47.65015749, -122.3778606, 3257 16Th Ave W, Seattle, WA,98119,23,26389.0,8796.333333333334,1.0,0.0
1565,22480,2016,NonResidential,Small- and Mid-Sized Office,3257 16Th Ave W,Magnolia / Queen Anne,1.0,3.0,26389,Office,,,1208035.375,8.42,,47.65018,-122.37787,3257 16Th Ave W,Seattle,WA,98119,24,26389.0,8796.333333333334,1.0,0.0
1583,22486,2015,NonResidential,Small- and Mid-Sized Office,Canal Building,Magnolia / Queen Anne,1.0,3.0,25859,Office,,82.0,957632.0,15.6,, 47.65251735, -122.375861, 3600 15Th Ave W, Seattle, WA,98119,33,25859.0,8619.666666666666,1.0,0.0
1566,22486,2016,NonResidential,Small- and Mid-Sized Office,Canal Building,Magnolia / Queen Anne,1.0,3.0,25859,Office,,88.0,858780.625,14.9,,47.65252,-122.37587,3600 15Th Ave W,Seattle,WA,98119,34,25859.0,8619.666666666666,1.0,0.0
1584,22502,2015,NonResidential,Non-Refrigerated Warehouse,Commodore,Magnolia / Queen Anne,1.0,1.0,25600,Non-Refrigerated Warehouse,,1.0,1631031.0,34.81,, 47.66217902, -122.3877672, 2440 W Commodore Way, Seattle, WA,98199,41,25600.0,25600.0,1.0,0.0
1567,22502,2016,NonResidential,Warehouse,Commodore,Magnolia / Queen Anne,1.0,1.0,25600,Non-Refrigerated Warehouse,,1.0,1730600.625,34.26,,47.66238,-122.38831,2440 W Commodore Way,Seattle,WA,98199,42,25600.0,25600.0,1.0,0.0
1585,22504,2015,NonResidential,Other,Mer Equipement Inc,Magnolia / Queen Anne,1.0,1.0,23169,Manufacturing/Industrial Plant,,,234144.0,1.63,, 47.6612949, -122.387405, 2400 W Commodore Way, Seattle, WA,98199,50,23169.0,23169.0,1.0,0.0
1568,22504,2016,NonResidential,Other,"Mer Equipment,Inc.",Magnolia / Queen Anne,1.0,1.0,23169,Manufacturing/Industrial Plant,,,222255.9063,1.55,,47.66126,-122.38751,2400 W Commodore Way,Seattle,WA,98199,51,23169.0,23169.0,1.0,0.0
1586,22509,2015,NonResidential,Small- and Mid-Sized Office,Salmon Bay Landing,Magnolia / Queen Anne,1.0,4.0,41784,Office,,86.0,1380283.0,9.62,, 47.66078697, -122.385871, 2320 W Commodore Way, Seattle, WA,98199,7,41784.0,10446.0,0.7989900440359946,0.20100995596400537
1569,22509,2016,NonResidential,Small- and Mid-Sized Office,Salmon Bay Landing,Magnolia / Queen Anne,1.0,4.0,41784,Office,,89.0,1294615.25,9.03,,47.66106,-122.38576,2320 W Commodore Way,Seattle,WA,98199,8,41784.0,10446.0,0.7989900440359946,0.20100995596400537
1587,22511,2015,NonResidential,Non-Refrigerated Warehouse,W Commodore,Magnolia / Queen Anne,1.0,1.0,56884,Non-Refrigerated Warehouse,,74.0,1261725.0,34.92,, 47.66189649, -122.3890124, 2500 W Commodore Way, Seattle, WA,98199,55,56884.0,56884.0,1.0,0.0
1570,22511,2016,NonResidential,Warehouse,West Commodore,Magnolia / Queen Anne,1.0,1.0,56884,Non-Refrigerated Warehouse,,71.0,1388345.125,37.49,,47.66206,-122.38948,2600 W Commodore Way,Seattle,WA,98199,56,56884.0,56884.0,1.0,0.0
1590,22519,2015,NonResidential,Retail Store,Value Village,Ballard,1.0,1.0,32810,Retail Store,,66.0,1983755.0,45.07,, 47.69169639, -122.3761399, 8532 15Th Ave Nw, Seattle, WA,98117,26,32810.0,32810.0,1.0,0.0
1573,22519,2016,NonResidential,Retail Store,1023-Crown Hill (Relo),Ballard,1.0,1.0,32810,Retail Store,,66.0,2017967.75,46.44,,47.6917,-122.37617,8532 15Th Ave Nw,Seattle,WA,98117,27,32810.0,32810.0,1.0,0.0
1598,22574,2015,NonResidential,Small- and Mid-Sized Office,Nickerson Business Center,Magnolia / Queen Anne,1.0,2.0,20022,Office,,80.0,662785.0,4.62,, 47.65503237, -122.3739747, 3837 13Th Ave W, Seattle, WA,98119,54,20022.0,10011.0,1.0,0.0
1581,22574,2016,NonResidential,Small- and Mid-Sized Office,Nickerson Business Center,Magnolia / Queen Anne,1.0,2.0,20022,Office,,80.0,657385.8125,4.58,,47.65504,-122.37402,3837 13Th Avenue West,Seattle,WA,98119,55,20022.0,10011.0,1.0,0.0
1599,22577,2015,NonResidential,Distribution Center,Warehouse,Magnolia / Queen Anne,1.0,2.0,36498,Distribution Center,,85.0,507947.0,12.26,, 47.65577157, -122.3726251, 1200 W Nickerson St, Seattle, WA,98119,55,36498.0,18249.0,1.0,0.0
1582,22577,2016,NonResidential,Distribution Center,Property #50,Magnolia / Queen Anne,1.0,2.0,36498,Distribution Center,,89.0,520011.8125,14.81,,47.65563,-122.37194,1200-1210 West Nickerson St.,Seattle,WA,98119,56,36498.0,18249.0,1.0,0.0
1600,22579,2015,NonResidential,Distribution Center,Whse,Magnolia / Queen Anne,1.0,1.0,35946,Distribution Center,,,444458.0,10.56,, 47.66158791, -122.3906034, 2601 W Commodore Way, Seattle, WA,98199,47,35946.0,35946.0,1.0,0.0
1583,22579,2016,NonResidential,Distribution Center,Century 21 Promotions Inc,Magnolia / Queen Anne,1.0,1.0,35946,Distribution Center,,,469499.8125,11.08,,47.66161,-122.39075,2601 West Commodore Way,Seattle,WA,98199,48,35946.0,35946.0,1.0,0.0
1601,22585,2015,NonResidential,Small- and Mid-Sized Office,Office Building With Caretaker Unit,Magnolia / Queen Anne,1.0,4.0,30152,Office,,97.0,766628.0,5.39,, 47.66036376, -122.38620467, 2303 W Commodore Way, Seattle, WA,98199,8,30152.0,7538.0,0.8116211196603874,0.18837888033961264
1584,22585,2016,NonResidential,Small- and Mid-Sized Office,Commodore Way,Magnolia / Queen Anne,1.0,4.0,30152,Office,,96.0,845044.125,5.94,,47.66006,-122.38631,2303 W. Commodore Way,Seattle,WA,98199,9,30152.0,7538.0,0.8116211196603874,0.18837888033961264
1602,22607,2015,NonResidential,Small- and Mid-Sized Office,Salmon Bay Fisheries Bldg,Magnolia / Queen Anne,1.0,4.0,22365,Office,,95.0,433443.0,3.02,, 47.6589265, -122.3838031, 4241 21St Ave W, Seattle, WA,98199,36,22365.0,5591.25,1.0,0.0
1585,22607,2016,NonResidential,Small- and Mid-Sized Office,Fisheries Building,Magnolia / Queen Anne,1.0,4.0,22365,Office,,71.0,727385.8125,5.07,,47.65881,-122.38382,4241 21St Ave W.,Seattle,WA,98199,37,22365.0,5591.25,1.0,0.0
1603,22609,2015,NonResidential,Small- and Mid-Sized Office,Office Bldg,Magnolia / Queen Anne,1.0,4.0,30172,Office,,78.0,965091.0,6.73,, 47.65795612, -122.38373, 4209 21St Ave W, Seattle, WA,98199,21,30172.0,7543.0,1.0,0.0
1586,22609,2016,NonResidential,Small- and Mid-Sized Office,The Wharf Building,Magnolia / Queen Anne,1.0,4.0,30172,Office,,82.0,904059.875,6.3,,47.65801,-122.3839,4209 21St Avenue West,Seattle,WA,98199,22,30172.0,7543.0,1.0,0.0
1607,22650,2015,NonResidential,Non-Refrigerated Warehouse,Ballard Hardware,Ballard,1.0,4.0,42500,Non-Refrigerated Warehouse,,100.0,226375.0,1.58,, 47.66359229, -122.3806023, 4749 Ballard Ave Nw, Seattle, WA,98107,88,42500.0,10625.0,1.0,0.0
1590,22650,2016,NonResidential,Warehouse,Ballard Hardware & Supply Co Inc,Ballard,1.0,4.0,42500,Non-Refrigerated Warehouse,,100.0,241478.5938,1.68,,47.66353,-122.38064,4749 Ballard Ave Nw,Seattle,WA,98107,89,42500.0,10625.0,1.0,0.0
1608,22654,2015,NonResidential,Small- and Mid-Sized Office,Sanborn Building,Ballard,1.0,4.0,23032,Office,,,1158000.0,8.07,, 47.66684341, -122.38414001, 5325 Ballard Ave Nw, Seattle, WA,98107,114,23032.0,5758.0,1.0,0.0
1591,22654,2016,NonResidential,Small- and Mid-Sized Office,Sanborn Building,Ballard,1.0,4.0,23032,Office,,,1121537.75,7.82,,47.66691,-122.38416,5325 Ballard Ave Nw,Seattle,WA,98107,115,23032.0,5758.0,1.0,0.0
1610,22672,2015,NonResidential,Other,Olympic Health  Club,Ballard,1.0,3.0,45750,Other,,,6569660.0,271.68,, 47.66637392, -122.3827275, 5301 Leary Ave Nw, Seattle, WA,98107,115,45750.0,15250.0,0.8925901639344263,0.10740983606557378
1593,22672,2016,NonResidential,Other,Olympic Athletic Club,Ballard,1.0,3.0,45750,Other,,,7240274.0,303.81,,47.66646,-122.38263,5301 Leary Ave Nw,Seattle,WA,98107,116,45750.0,15250.0,0.8925901639344263,0.10740983606557378
1612,22676,2015,NonResidential,Small- and Mid-Sized Office,Warehouse/Office,Ballard,1.0,2.0,23500,Office,,28.0,1641546.0,33.17,, 47.665006, -122.38025084, 5105 Leary Ave Nw, Seattle, WA,98107,47,23500.0,11750.0,1.0,0.0
1595,22676,2016,NonResidential,Small- and Mid-Sized Office,5105 Leary Ave,Ballard,1.0,2.0,23500,Office,,26.0,1686405.0,34.52,,47.66497,-122.38047,5105 Leary Ave Nw,Seattle,WA,98107,48,23500.0,11750.0,1.0,0.0
1613,22678,2015,NonResidential,Small- and Mid-Sized Office,Hatch & Kirk,Ballard,1.0,1.0,22282,Office,,92.0,529806.0,12.75,, 47.66431841, -122.3800014, 4925 Leary Ave Nw, Seattle, WA,98107,49,22282.0,22282.0,1.0,0.0
1596,22678,2016,NonResidential,Small- and Mid-Sized Office,4925 Leary,Ballard,1.0,1.0,22282,Office,,93.0,579888.3125,16.67,,47.66431,-122.37988,4925 Leary Ave Nw,Seattle,WA,98107,50,22282.0,22282.0,1.0,0.0
1614,22679,2015,NonResidential,Self-Storage Facility,Ballard Mini Stg,Ballard,1.0,2.0,24000,Self-Storage Facility,,,342493.0,11.22,, 47.66358861, -122.3795171, 4714 Ballard Ave Nw, Seattle, WA,98107,113,24000.0,12000.0,1.0,0.0
1597,22679,2016,NonResidential,Self-Storage Facility,Ballard Mini Storage,Ballard,1.0,2.0,24000,Self-Storage Facility,,,502898.6875,17.39,,47.66351,-122.37961,4714 Ballard Ave Nw,Seattle,WA,98107,114,24000.0,12000.0,1.0,0.0
1616,22684,2015,NonResidential,Mixed Use Property,Pac Med And Apts,Ballard,1.0,3.0,27085,Strip Mall,,,1960558.0,57.41,, 47.66843058, -122.3818353, 1903 Nw Market St, Seattle, WA,98107,106,27085.0,9028.333333333334,1.0,0.0
1599,22684,2016,NonResidential,Mixed Use Property,Murphy Ballard Building,Ballard,1.0,3.0,27085,Strip Mall,,,1995131.75,60.67,,47.66852,-122.38175,1903 Nw Market St,Seattle,WA,98107,107,27085.0,9028.333333333334,1.0,0.0
1624,22801,2015,Nonresidential COS,Other,Community Club,North,1.0,2.0,29258,Other - Recreation,,,7482832.0,278.47,, 47.70648872, -122.2938651, 10700 30Th Ave Ne, Seattle, WA,98125,19,29258.0,14629.0,1.0,0.0
1606,22801,2016,Nonresidential COS,Other,Meadowbrook Community Center/Pool,North,1.0,2.0,29258,Other - Recreation,,,8086943.5,309.14,,47.70544,-122.2918,10700 30Th Ave Ne,Seattle,WA,98125,20,29258.0,14629.0,1.0,0.0
1625,22804,2015,NonResidential,Small- and Mid-Sized Office,Lake City Professional Center,North,1.0,2.0,37500,Office,,60.0,2105835.0,36.78,, 47.71890106, -122.2996026, 2611 Ne 125Th St, Seattle, WA,98125,84,37500.0,18750.0,1.0,0.0
1607,22804,2016,NonResidential,Small- and Mid-Sized Office,Lake City Professional Center,North,1.0,2.0,37500,Office,,58.0,2235765.5,44.26,,47.719,-122.29966,2611 Ne 125Th St,Seattle,WA,98125,85,37500.0,18750.0,1.0,0.0
1628,22810,2015,NonResidential,K-12 School,Lakeside School,Northwest,1.0,3.0,23983,K-12 School,,59.0,1176615.0,34.03,, 47.731823, -122.3262515, 14050 1St Ave Ne, Seattle, WA,98125,85,23983.0,7994.333333333333,1.0,0.0
1609,22810,2016,NonResidential,K-12 School,Bliss Hall,Northwest,1.0,3.0,23983,K-12 School,,61.0,1164364.75,33.28,,47.73143,-122.32784,14050 1St Ave Ne,Seattle,WA,98125,86,23983.0,7994.333333333333,1.0,0.0
1629,22818,2015,NonResidential,Distribution Center,Warehouse,Delridge,1.0,1.0,24100,Distribution Center,,30.0,642052.0,22.37,, 47.55828486, -122.3523537, 4835 W Marginal Way Sw, Seattle, WA,98106,35,24100.0,24100.0,1.0,0.0
1610,22818,2016,NonResidential,Distribution Center,Jack Warehouse,Delridge,1.0,1.0,24100,Distribution Center,,22.0,809870.8125,30.49,,47.55832,-122.35239,4835 West Marginal Way Sw,Seattle,WA,98106,36,24100.0,24100.0,1.0,0.0
1630,22830,2015,NonResidential,Worship Facility,Freedom Church Of Seattle,Southwest,1.0,1.0,23772,Worship Facility,,89.0,282898.0,1.97,, 47.5170917, -122.3779648, 9601 35Th Ave Sw, Seattle, WA,98126,44,23772.0,23772.0,1.0,0.0
1632,22834,2015,NonResidential,K-12 School,Ucds School,Northeast,1.0,2.0,31343,K-12 School,,4.0,4034028.0,138.37,, 47.66630781, -122.3178809, 5040 9Th Ave Ne, Seattle, WA,98105,11,31343.0,15671.5,1.0,0.0
1613,22834,2016,NonResidential,K-12 School,University Child Development School,Northeast,3.0,2.0,31343,K-12 School,,5.0,3846501.25,128.66,,47.66665,-122.31818,5040 9Th Ave Ne,Seattle,WA,98105,12,10447.666666666666,15671.5,1.0,0.0
1638,22860,2015,NonResidential,Mixed Use Property,Lakeside Plaza,Northwest,1.0,3.0,55912,Parking,,58.0,2882757.0,20.1,, 47.68590276, -122.3372976, 7900 E Green Lake Dr N, Seattle, WA,98103,19,55912.0,18637.333333333332,0.5913220775504364,0.4086779224495636
1619,22860,2016,NonResidential,Mixed Use Property,Lakeside Plaza,Northwest,1.0,3.0,55912,Parking,,,2450442.75,17.08,,47.68582,-122.33709,7900 East Greenlake Drive North,Seattle,WA,98103,20,55912.0,18637.333333333332,0.5913220775504364,0.4086779224495636
1639,22863,2015,NonResidential,Other,Max Performance,Magnolia / Queen Anne,1.0,2.0,20294,Other,,,1369190.0,49.01,, 47.65822335, -122.3843182, 4220 22Nd Ave W, Seattle, WA,98199,58,20294.0,10147.0,1.0,0.0
1620,22863,2016,NonResidential,Other,Max Performance,Magnolia / Queen Anne,1.0,2.0,20294,Other,,,1735995.75,67.45,,47.65843,-122.38435,4220 22Nd Ave W,Seattle,WA,98199,59,20294.0,10147.0,1.0,0.0
1640,22866,2015,NonResidential,Small- and Mid-Sized Office,Fishermans Commerce Bldg,Magnolia / Queen Anne,1.0,4.0,40571,Office,,52.0,1481017.0,10.32,, 47.65708363, -122.3837595, 4037 21St Ave W, Seattle, WA,98199,32,40571.0,10142.75,0.7325922456927362,0.2674077543072638
1621,22866,2016,NonResidential,Small- and Mid-Sized Office,Fishermen'S Commerce Building,Magnolia / Queen Anne,1.0,4.0,40571,Office,,64.0,1286817.375,8.97,,47.65708,-122.38383,4039 21St Ave W,Seattle,WA,98199,33,40571.0,10142.75,0.7325922456927362,0.2674077543072638
1641,22867,2015,NonResidential,Small- and Mid-Sized Office,Icicle Court Office Bldg,Magnolia / Queen Anne,1.0,4.0,41707,,,18.0,1790120.0,12.48,, 47.65649246, -122.3837639, 4019 21St Ave W, Seattle, WA,98199,32,41707.0,10426.75,0.6245474380799386,0.3754525619200614
1622,22867,2016,NonResidential,Small- and Mid-Sized Office,Icicle Seafoods,Magnolia / Queen Anne,1.0,4.0,41707,Office,,78.0,1755788.5,12.24,,47.65649,-122.38383,4019 - 21St Ave W,Seattle,WA,98199,33,41707.0,10426.75,0.6245474380799386,0.3754525619200614
1642,22881,2015,NonResidential,Mixed Use Property,Interbay Building (Office & Warehouse),Magnolia / Queen Anne,1.0,2.0,54988,Office,,,2085349.0,35.35,, 47.6511784, -122.3788431, 3401 Thorndyke Ave W, Seattle, WA,98119,55,54988.0,27494.0,1.0,0.0
1623,22881,2016,NonResidential,Mixed Use Property,(Id22881) Interbay Building,Magnolia / Queen Anne,1.0,2.0,57644,Office,,,2189735.0,42.87,,47.65118,-122.37875,3411 Thorndyke Ave W,Seattle,WA,98119,56,57644.0,28822.0,1.0,0.0
1643,22883,2015,NonResidential,Non-Refrigerated Warehouse,Keller Supply,Magnolia / Queen Anne,1.0,2.0,39497,Non-Refrigerated Warehouse,,8.0,1795049.0,32.34,, 47.64878477, -122.3798701, 3209 17Th Ave W, Seattle, WA,98119,60,39497.0,19748.5,1.0,0.0
1624,22883,2016,NonResidential,Warehouse,Keller Supply,Magnolia / Queen Anne,1.0,2.0,39497,Non-Refrigerated Warehouse,,9.0,1700057.375,28.28,,47.64913,-122.37929,3209 17Th Ave W,Seattle,WA,98119,61,39497.0,19748.5,1.0,0.0
1653,22936,2015,Nonresidential COS,Other,Seattle Asian Art Museum (Volunteer Park),East,1.0,1.0,33087,Other - Entertainment/Public Assembly,,,3322250.0,117.04,, 47.63212701, -122.3151412, 1400 E Prospect St, Seattle, WA,98112,83,33087.0,33087.0,1.0,0.0
1634,22936,2016,Nonresidential COS,Other,Seattle Asian Art Museum,East,1.0,1.0,33087,Other - Entertainment/Public Assembly,,,3548858.25,121.9,,47.6303,-122.3142,1400 E Prospect,Seattle,WA,98112,84,33087.0,33087.0,1.0,0.0
1656,22940,2015,NonResidential,Small- and Mid-Sized Office,Meridian North Office Building,Northwest,1.0,2.0,27574,Office,,76.0,1160989.0,8.09,, 47.70794099, -122.3332257, 10740 Meridian Ave N, Seattle, WA,98133,33,27574.0,13787.0,1.0,0.0
1637,22940,2016,NonResidential,Small- and Mid-Sized Office,Meridian North Office Building,Northwest,1.0,2.0,27574,Office,,73.0,1211349.25,8.44,,47.70793,-122.33316,10740 Meridian Ave N,Seattle,WA,98133,34,27574.0,13787.0,1.0,0.0
1660,22953,2015,NonResidential,Retail Store,Line Retail,North,1.0,1.0,24982,Retail Store,,89.0,702385.0,4.9,, 47.70745665, -122.32318819, 10716 5Th Ave Ne, Seattle, WA,98125,50,24982.0,24982.0,1.0,0.0
1662,22955,2015,NonResidential,Senior Care Community,Foundation House - Northgate,North,1.0,5.0,43661,Senior Care Community,,4.0,3922066.0,83.35,, 47.71058965, -122.3265178, 11301 3Rd Ave Ne, Seattle, WA,98125,17,43661.0,8732.2,0.7657863997618012,0.23421360023819884
1643,22955,2016,NonResidential,Senior Care Community,Foundation House At Northgate,North,1.0,5.0,43661,Senior Care Community,,4.0,3936421.5,82.57,,47.71069,-122.32674,11301 3Rd Ave Ne,Seattle,WA,98125,18,43661.0,8732.2,1.0,0.0
1667,22962,2015,NonResidential,Small- and Mid-Sized Office,Office Building,Northwest,1.0,3.0,76105,Office,,87.0,2709429.0,18.89,, 47.70838818, -122.3332973, 2111 N Northgate Way, Seattle, WA,98133,28,76105.0,25368.333333333332,0.6411930884961566,0.35880691150384336
1648,22962,2016,NonResidential,Small- and Mid-Sized Office,Northgate Meridian Bldg,Northwest,1.0,3.0,76105,Office,,91.0,2472350.25,17.24,,47.70842,-122.3332,2111 N Northgate Way,Seattle,WA,98133,29,76105.0,25368.333333333332,0.6411930884961566,0.35880691150384336
1672,23008,2015,NonResidential,Mixed Use Property,Display Costumes,North,1.0,2.0,32009,Non-Refrigerated Warehouse,,,1972156.0,41.85,, 47.70982623, -122.318638, 11201 Roosevelt Way Ne, Seattle, WA,98125,63,32009.0,16004.5,1.0,0.0
1653,23008,2016,NonResidential,Mixed Use Property,Display Supply Inc,North,1.0,2.0,32009,Non-Refrigerated Warehouse,,,1998725.25,44.28,,47.70983,-122.31865,11201 Roosevelt Way Ne,Seattle,WA,98125,64,32009.0,16004.5,1.0,0.0
1675,23011,2015,NonResidential,Retail Store,Retail Stores,North,1.0,1.0,41615,Retail Store,,63.0,2063212.0,14.38,, 47.70724183, -122.322564, 10700 5Th Ave Ne, Seattle, WA,98125,49,41615.0,41615.0,1.0,0.0
1676,23017,2015,NonResidential,Medical Office,Fifth Avenue Medical Center,North,1.0,3.0,28841,Medical Office,,61.0,1334876.0,27.99,, 47.70661163, -122.32263184, 10564 5Th Ave Ne, Seattle, WA,98125,27,28841.0,9613.666666666666,1.0,0.0
1657,23017,2016,NonResidential,Medical Office,5Th Ave Professional Center,North,1.0,3.0,28841,Medical Office,,55.0,1459199.75,33.42,,47.70676,-122.32264,10564 5Th Ave Ne.,Seattle,WA,98125,28,28841.0,9613.666666666666,1.0,0.0
1677,23020,2015,NonResidential,Self-Storage Facility,Northgate Self Storage,North,1.0,2.0,33344,Self-Storage Facility,,,114892.0,0.8,, 47.70789044, -122.3188821, 10805 Roosevelt Way Ne, Seattle, WA,98125,38,33344.0,16672.0,1.0,0.0
1658,23020,2016,NonResidential,Self-Storage Facility,Northgate Self Storage,North,2.0,2.0,33344,Self-Storage Facility,,,123767.2031,0.86,,47.70782,-122.31873,10805 Roosevelt Way Ne,Seattle,WA,98125,39,16672.0,16672.0,1.0,0.0
1678,23022,2015,Nonresidential COS,Other,Northgate Community Center & Park,North,1.0,1.0,30498,Other - Recreation,,,2566219.0,83.88,, 47.70519257, -122.32242584, 10510 5Th Ave Ne, Seattle, WA,98125,10,30498.0,30498.0,1.0,0.0
1659,23022,2016,Nonresidential COS,Other,Northgate Campus,North,2.0,1.0,30498,Other - Recreation,,,2436063.0,80.19,,47.70541,-122.32232,10510 5Th Ave Ne,Seattle,WA,98125,11,15249.0,30498.0,1.0,0.0
1683,23040,2015,NonResidential,K-12 School,Holy Family School,Delridge,1.0,2.0,42975,K-12 School,,86.0,1093653.0,48.99,, 47.51711754, -122.3597229, 9643 20Th Ave Sw, Seattle, WA,98106,91,42975.0,21487.5,1.0,0.0
1664,23040,2016,NonResidential,K-12 School,Holy Family School,Delridge,1.0,2.0,42975,K-12 School,,92.0,959352.0,42.96,,47.51698,-122.35946,9615 20Th Ave. Sw,Seattle,WA,98106,92,42975.0,21487.5,1.0,0.0
1685,23049,2015,NonResidential,Other,Laidlaw,Delridge,1.0,1.0,23260,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,,1609444.0,49.99,, 47.53391013, -122.3372684, 7739 1St Ave S, Seattle, WA,98108,52,23260.0,23260.0,1.0,0.0
1666,23049,2016,NonResidential,Other,Laidlaw,Delridge,1.0,1.0,23260,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,,1612105.75,52.41,,47.53366,-122.33733,7739 1St Avenue S,Seattle,WA,98108,53,23260.0,23260.0,1.0,0.0
1687,23051,2015,NonResidential,Small- and Mid-Sized Office,Macdonald Miller,Delridge,1.0,2.0,30659,Office,,9.0,3580035.0,76.48,, 47.53292767, -122.3402659, 7717 Detroit Ave Sw, Seattle, WA,98106,27,30659.0,15329.5,1.0,0.0
1668,23051,2016,NonResidential,Small- and Mid-Sized Office,Mmfs Upper Bldg,Delridge,1.0,2.0,30659,Office,,88.0,2619088.5,55.85,,47.53309,-122.33977,7717 Detroit Ave Sw,Seattle,WA,98106,28,30659.0,15329.5,1.0,0.0
